19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,17.93,18.12,18.23,18.19,18.27,0.0,91.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,17.93,18.12,18.23,18.19,0.0,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,17.93,18.12,18.23,0.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,17.93,18.12,0.0,86.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,17.93,0.0,85.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,18.26,0.0,84.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,17.91,0.0,83.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,16.85,0.0,82.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,16.79,0.0,79.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,17.18,0.0,78.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,17.44,0.0,77.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.92,20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,17.45,0.0,75.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.97,20.92,20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,17.42,0.0,72.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.58,20.97,20.92,20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,17.57,0.0,71.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.61,20.58,20.97,20.92,20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,18.32,0.0,70.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.14,20.61,20.58,20.97,20.92,20.57,20.58,20.45,20.34,20.01,20.17,19.7,19.79,19.55,19.65,19.78,20.02,19.79,20.22,20.13,20.13,19.87,19.54,18.69,18.81,18.93,18.49,18.48,18.29,17.89,0.0,69.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
